lob,vintage,model_score,gross_loss,recovery,ltv,apr,ragu_score,amt_financed_x,month_run
FLD,2024 Q1,138.47757940377042,1.2658879829447824,7.884938682544567,1.0435488055531812,-0.02686348812692224,148.645091386686,26893214.54,2026 M07
FLD,2024 Q2,138.28305148748416,2.0588716985784834,8.014715184743574,1.3023407622879126,0.17233048425195768,149.83130961734608,34873226.46,2026 M07
FLD,2024 Q3,140.33496139523362,2.354858597710333,7.210153449369717,1.702919786894897,0.12963300441068082,151.7325262336193,21568595.51,2026 M07
FLD,2024 Q4,138.3743156495893,2.3096819068019787,8.43391197805173,1.8040844654575088,-0.25516601122700516,150.66682798867353,21033950.89,2026 M07
FLD,2025 Q1,136.66569058637737,1.9783643651936174,9.242712001047522,1.1576224532102688,-0.44396875561578975,148.60042065021298,43440603.3,2026 M07
FLD,2025 Q2,138.28709003153847,1.9403226427696458,8.395668672884627,0.5654177662535538,-0.512626968814377,148.6758721446319,39963234.91,2026 M07
FLD,2025 Q3,138.04613194623485,2.3960326378388612,8.646703655151603,0.5615348232434783,-0.5155161313654294,149.13488693110338,42633922.9,2026 M07
FLD,2025 Q4,138.82099038871056,1.4146508129672846,8.393926932720811,0.6293509564269486,-0.4867685193287249,148.77215057149687,42979688.65,2026 M07
FLD,2026 Q1,140.9700472093523,1.5804333748843662,7.1525387353111824,-0.3412723550889929,-0.4230506933486447,148.9386962711102,60637284.42,2026 M07
FLD,2026 Q2,141.82019701814366,1.6077869471611086,6.6764149667012065,-0.5692070301379957,-0.3061685432162853,149.22902335865172,52913754.03,2026 M07
FLD,2026 Q3,142.46101976084807,1.601717537222168,6.194056692214927,-1.0709853756478331,-0.4178894577982545,148.76791915683907,5067729.71,2026 M07
ENT,2024 Q1,136.1659800779422,-0.6242770254116163,8.639718884810387,2.2628264550560475,-0.23280358370521084,146.2114448086918,115531278.88,2026 M07
ENT,2024 Q2,136.81996275012594,-0.382615551665018,8.510669975117732,2.550294716159276,-0.22142757087401735,147.2768843188639,101846818.87,2026 M07
ENT,2024 Q3,136.68873727956995,-0.5665409226302699,8.80236011938377,2.303033296386052,-0.18076548585614943,147.04682428685334,81011821.41,2026 M07
ENT,2024 Q4,134.94827752867639,-0.4110253986781205,10.186116931622593,1.779254845800607,-0.22422941255389653,146.27839449486754,92073036.07000001,2026 M07
ENT,2025 Q1,134.55406657586423,-1.06190570818264,10.702999206859813,2.0234541530759445,-0.23139796019749884,145.9872162674198,151122573.03000003,2026 M07
ENT,2025 Q2,136.39484121344253,0.1404916059913899,9.647730654914167,2.5107071799053333,-0.17989034922458902,148.51388030502883,130185751.87,2026 M07
ENT,2025 Q3,136.99098557816814,0.06062324806093193,9.425913896718603,2.4237030014654275,-0.19268038375673036,148.70854534065637,108662439.1,2026 M07
ENT,2025 Q4,137.18006005902228,0.8570352843218223,9.530771002528843,2.233573842312275,-0.18020496721302875,149.62123522097218,91413081.21000001,2026 M07
ENT,2026 Q1,139.83113803582506,0.7442541807515517,8.158145763894455,2.0086665881529875,-0.16013862985225336,150.5820659387718,95658535.47999999,2026 M07
ENT,2026 Q2,141.8883612360058,0.3335923879081883,6.981027703148498,2.3415370637281336,-0.0949673609553639,151.44955102983528,60417987.47,2026 M07
ENT,2026 Q3,144.59219273171473,0.3227123911606049,5.714274791582836,1.890718188508324,-0.2973534297499264,152.22254467321653,5792230.3100000005,2026 M07
KMX,2024 Q1,140.71650434850258,0.6156963701500588,5.281254548637594,-3.2482055574411457,-0.08361618204390722,143.2816335278052,389748768.84,2026 M07
KMX,2024 Q2,141.28586758556503,1.0136400192846762,5.07744304468454,-0.6624495753169876,0.14157192780615746,146.8560730020234,325640028.3,2026 M07
KMX,2024 Q3,140.92177404607713,0.9013983370433738,5.154541923658314,-1.1097254960788143,0.08952529956420943,145.95751411026419,300359129.89,2026 M07
KMX,2024 Q4,140.86289501388345,0.6219226902713333,5.163169107553163,-1.0559025021776491,0.1062122879310288,145.6982965974613,287647686.18999994,2026 M07
KMX,2025 Q1,140.82180970632902,0.2854653049182272,5.17530457900367,-0.5026880437657187,-0.03707112413124947,145.74282042235396,440786430.78999996,2026 M07
KMX,2025 Q2,140.91302614743563,0.8750340158108638,5.22788537955278,-0.21308899553315233,-0.022894047781926663,146.77996249948418,384948759.33000004,2026 M07
